,Disease,Symptoms
11259,metastatic cancer,"I am experiencing fatigue, decreased appetite, focal weakness, neck mass, stomach bloating, leg cramps or spasms, unusual color or odor to urine, vaginal dryness"
11260,trigger finger (finger disorder),"I am experiencing hand or finger pain, hand or finger stiffness or tightness, wrist pain, hand or finger cramps or spasms, hand or finger swelling, paresthesia, shoulder stiffness or tightness, bones are painful, bleeding from ear, muscle stiffness or tightness, back stiffness or tightness, skin on arm or hand looks infected"
11261,stye,"I am experiencing pain in eye, swollen eye, eye redness, eyelid swelling,  of eye, mass on eyelid, itchiness of eye, eyelid lesion or rash, abnormal appearing skin, eye burns or stings, skin swelling, lacrimation"
11262,hemochromatosis,"I am experiencing ache all over, abnormal appearing skin, pain in testicles, recent weight loss, joint pain, disturbance of memory, too little hair, drainage in throat, difficulty speaking, pelvic pain, bones are painful"
11263,osteochondroma,"I am experiencing knee pain, foot or toe pain, skin growth, shoulder pain, abnormal appearing skin, skin lesion, pelvic pain, hand or finger lump or mass, itching of skin, ankle pain, lower abdominal pain, lip swelling"
11264,cushing syndrome,"I am experiencing decreased heart rate, weight gain, shoulder pain, nailbiting, elbow cramps or spasms, emotional , elbow weakness, muscle swelling, itching of scrotum, infrequent menstruation, low back weakness, bladder mass"
11265,typhoid fever,"I am experiencing fever, shoulder cramps or spasms, excessive anger, ankle pain, wrist pain, pain during pregnancy, facial pain, joint stiffness or tightness, pain or soreness of breast, knee lump or mass, pain in eye, fatigue"
11266,vitreous degeneration,"I am experiencing spots or clouds in vision, diminished vision,  of eye, pain in eye, lacrimation, eye redness, itchiness of eye, blindness, foreign body sensation in eye, bleeding from eye, double vision, eye burns or stings"
11267,atrophic skin condition,"I am experiencing skin growth, wrinkles on skin, abnormal appearing skin, skin lesion, skin moles, skin swelling, acne or pimples, itching of skin, warts, skin irritation, lip swelling, too little hair"
11268,aspergillosis,"I am experiencing sharp abdominal pain, diminished hearing, vomiting blood, shortness of breath, vulvar sore, loss of sex drive, knee lump or mass, nailbiting, excessive growth, wrist weakness, shoulder swelling, neck cramps or spasms"
11269,uterine atony,"I am experiencing spotting or bleeding during pregnancy, sharp abdominal pain, pain during pregnancy, intermenstrual bleeding, problems during pregnancy, lower abdominal pain, uterine contractions, blood in urine, infertility, back cramps or spasms"
11270,trichinosis,"I am experiencing painful urination, sharp abdominal pain, skin rash, nasal congestion, pelvic pressure, vulvar sore, knee lump or mass, neck cramps or spasms, excessive growth, shoulder swelling, loss of sex drive, bedwetting"
11271,whooping cough,"I am experiencing cough, fever, shortness of breath, vomiting, sore throat, sharp abdominal pain, nasal congestion, coryza, headache, irritable infant, difficulty in swallowing, sinus congestion"
11272,pick disease,"I am experiencing pain in eye, shoulder cramps or spasms, facial pain, ankle pain, wrist pain, pain during pregnancy, excessive anger, joint stiffness or tightness, pain or soreness of breast, knee lump or mass, fatigue, excessive urination at night"
11273,open wound of the lip,"I am experiencing lip swelling, facial pain, mouth pain, dry lips, mouth ulcer, tongue pain, slurring words, bleeding gums, bleeding in mouth"
11274,subacute thyroiditis,"I am experiencing problems during pregnancy, pain during pregnancy, uterine contractions, sweating, palpitations, heartburn, blood in stool, fluid retention, spotting or bleeding during pregnancy, pain of the anus, leg cramps or spasms"
11275,oral mucosal lesion,"I am experiencing toothache, mouth pain, mouth ulcer, sore throat, tongue lesions, lip swelling, fever, gum pain, ear pain, cough, bleeding in mouth, facial pain"
11276,open wound due to trauma,"I am experiencing skin on arm or hand looks infected, wrist swelling, shoulder stiffness or tightness"
11277,intracerebral hemorrhage,"I am experiencing headache, dizziness, weakness, focal weakness, nausea, vomiting, depressive or psychotic , seizures, diminished vision, slurring words, problems with movement, blindness"
11278,alzheimer disease,"I am experiencing disturbance of memory, depressive or psychotic , depression, problems with movement, hostile behavior, delusions or hallucinations, difficulty speaking, restlessness, irregular appearing scalp, fears and phobias, muscle cramps contractures or spasms, eye burns or stings"
11279,vaginismus,"I am experiencing pain during intercourse, pelvic pain, vaginal pain, sharp abdominal pain, frequent urination, lower abdominal pain, vaginal dryness, vaginal discharge, suprapubic pain, painful menstruation, hot flashes, heavy menstrual flow"
11280,systemic lupus erythematosis (sle),"I am experiencing sharp chest pain, ache all over, joint pain, knee pain, leg swelling, muscle pain, joint swelling, focal weakness, bones are painful, absence of menstruation, too little hair, hand or finger stiffness or tightness"
11281,premature ovarian failure,"I am experiencing infertility, unpredictable menstruation, absence of menstruation, pelvic pain, weight gain, heavy menstrual flow, hot flashes, intermenstrual bleeding, lack of growth, dry or flaky scalp, too little hair, pain during intercourse"
11282,thoracic outlet syndrome,"I am experiencing neck pain, arm pain, shoulder pain, loss of sensation, paresthesia, sharp chest pain, weakness, hand or finger weakness, back pain, hand or finger pain, shoulder weakness, decreased appetite"
11283,ganglion cyst,"I am experiencing knee pain, leg pain, wrist pain, skin growth, wrist lump or mass, hand or finger lump or mass, hand or finger pain, foot or toe pain, knee lump or mass, leg swelling, knee swelling, wrist swelling"
11284,dislocation of the knee,"I am experiencing knee pain, shoulder pain, knee swelling, joint pain, knee stiffness or tightness"
11285,crohn disease,"I am experiencing sharp abdominal pain, diarrhea, vomiting, nausea, burning abdominal pain, blood in stool, rectal bleeding, pain of the anus, joint pain, stomach bloating, heartburn, regurgitation"
11286,postoperative infection,"I am experiencing fever, abnormal appearing skin, sharp abdominal pain, skin on leg or foot looks infected, skin swelling, fluid retention, leg swelling, skin on arm or hand looks infected, jaw swelling, recent pregnancy, fluid in ear, irregular belly button"
11287,folate deficiency,"I am experiencing shortness of breath, sharp chest pain, sharp abdominal pain, weakness, difficulty breathing, fatigue, vomiting blood, melena, delusions or hallucinations, joint pain, problems during pregnancy, increased heart rate"
11288,fluid overload,"I am experiencing shortness of breath, peripheral edema, sharp abdominal pain, fluid retention, leg swelling, nausea, difficulty breathing, vomiting, weakness, cough, sharp chest pain, hand or finger swelling"
11289,atrial flutter,"I am experiencing irregular heartbeat, increased heart rate, palpitations, shortness of breath, sharp chest pain, difficulty breathing, dizziness, fatigue, chest tightness, frequent urination, swollen lymph nodes, feeling hot"
11290,skin disorder,"I am experiencing skin lesion, abnormal appearing skin, skin rash, skin moles, skin growth, skin swelling, itching of skin, acne or pimples, skin dryness peeling scaliness or roughness, irregular appearing scalp, warts, skin irritation"
11291,floaters,"I am experiencing spots or clouds in vision, diminished vision, lacrimation, pain in eye,  of eye, itchiness of eye, eye burns or stings, foreign body sensation in eye"
11292,tooth disorder,"I am experiencing toothache, facial pain, gum pain, ear pain, headache, mouth pain, peripheral edema, jaw swelling, pain in gums, bleeding gums, mouth ulcer, swollen lymph nodes"
11293,heart attack,"I am experiencing sharp chest pain, shortness of breath, chest tightness, nausea, arm pain, fainting, sweating, lower body pain, heartburn, irregular heartbeat, burning chest pain, increased heart rate"
11294,open wound of the abdomen,"I am experiencing sharp abdominal pain, irregular belly button, sweating, swollen abdomen, blindness"
11295,fracture of the leg,"I am experiencing hip pain, leg pain, knee pain, ankle pain, problems with movement, leg swelling, knee swelling, ankle swelling, leg stiffness or tightness, leg weakness, knee weakness, hip stiffness or tightness"
11296,oral thrush (yeast infection),"I am experiencing fever, nasal congestion, cough, skin rash, sore throat, abnormal appearing tongue, irritable infant, mouth ulcer, diaper rash, constipation, tongue lesions, mouth pain"
11297,pityriasis rosea,"I am experiencing skin rash, itching of skin, abnormal appearing skin, skin swelling, warts, vaginal itching, fears and phobias, weight gain, acne or pimples, excessive appetite, skin growth, dry or flaky scalp"
11298,allergy to animals,"I am experiencing nasal congestion, allergic reaction, itchiness of eye, cough, fever, sore throat, smoking problems, acne or pimples, peripheral edema, abnormal appearing skin, cross-eyed, wrist weakness"
11299,orthostatic hypotension,"I am experiencing dizziness, fainting, weakness, headache, sharp chest pain, feeling ill, fatigue, irregular heartbeat, increased heart rate, hurts to breath, abnormal involuntary movements, palpitations"
11300,obstructive sleep apnea (osa),"I am experiencing abnormal breathing sounds, apnea, sleepiness, difficulty breathing, fatigue, insomnia, shortness of breath, abnormal involuntary movements, weight gain, difficulty in swallowing, mouth dryness, sweating"
11301,hypokalemia,"I am experiencing vomiting, nausea, sharp abdominal pain, dizziness, sharp chest pain, weakness, diarrhea, shortness of breath, fainting, fever, headache, loss of sensation"
11302,psoriasis,"I am experiencing skin rash, itching of skin, skin dryness peeling scaliness or roughness, skin lesion, abnormal appearing skin, itchy scalp, irregular appearing scalp, joint pain, skin moles, skin growth, skin swelling, acne or pimples"
11303,dislocation of the shoulder,"I am experiencing shoulder pain, arm pain, wrist pain, shoulder stiffness or tightness, arm stiffness or tightness, arm swelling, redness in or around nose, neck mass, leg weakness, shoulder lump or mass"
11304,intussusception,"I am experiencing sharp abdominal pain, vomiting, diarrhea, regurgitation, constipation, upper abdominal pain, blood in stool, nausea, cross-eyed, itchy eyelid, excessive growth, emotional , "
