,Disease,Symptoms
927,candidiasis,"diarrhea, throat sore, decreased body weight, chill, headache, abdominal tenderness, patient non compliance, photophobia, night sweat, painful swallowing, poor dentition, transaminitis, nonproductive cough, adverse reaction, adverse effect, abdominal bloating"
928,neuropathy,"asthenia, numbness, nausea and vomiting, awakening early, hydropneumothorax, superimposition, fatigability, tenesmus, pain, slowing of urinary stream"
929,kidney disease,"shortness of breath, hyperkalemia, pain chest, fever, gravida , bleeding of vagina"
930,fibroid tumor,"para , haemorrhage, abortion, intermenstrual heavy bleeding, muscle hypotonia, hypotonic, previous pregnancies , shortness of breath, fever, heartburn, primigravida, abnormally hard consistency, proteinemia"
931,glaucoma,"fall, distended abdomen, unsteady gait, paresthesia, hyponatremia, agitation, unconscious state, burning sensation, lesion, mass of body structure"
932,neoplasm metastasis,"thicken, tumor cell invasion, metastatic lesion, pain neck, lung nodule, pain, pain abdominal, food intolerance, mass of body structure"
933,malignant tumor of colon,"lesion, prostatism, constipation, general discomfort, diarrhea, pain abdominal, urinary hesitation, dizzy spells, shooting pain, bradycardia, vomiting, systolic ejection murmur, nausea, hyperemesis, polydypsia"
934,ketoacidosis diabetic ,"polyuria, vomiting, nausea, pain abdominal, milky, feeling strange, gurgle, nervousness, abdominal tenderness, regurgitates after swallowing, vision blurred, urinary hesitation, diarrhea, seizure, aura"
935,tonicclonic epilepsy,"drowsiness, lip smacking, myoclonus, tremor, phonophobia, rolling of eyes, sleepy, hirsutism, moody, muscle twitch, unresponsiveness, headache, ambidexterity, absences finding, spasm, decreased body weight"
936,malignant neoplasms,"pulsus paradoxus, gravida , mass of body structure, lesion, heartburn, night sweat, thicken, chill, decreased translucency, pain abdominal, dullness, food intolerance, distress respiratory, hypotension"
937,respiratory failure,"hemiplegia, snore, unresponsiveness, productive cough, dyspnea, tachypnea, hyperkalemia, hypokinesia, sinus rhythm, general unsteadiness, bruit, consciousness clear, shortness of breath, lesion, redness"
938,melanoma,"mass of body structure, paraparesis, fever, gravida , pain, pruritus, mass in breast, vomiting, diarrhea"
939,gastroenteritis,"pain abdominal, breathholding spell, nausea, decreased body weight, sore to touch, scleral icterus, fever, myalgia, hyponatremia, retch, mass of body structure"
940,malignant neoplasm of lung,"lesion, cough, lung nodule, shortness of breath, haemoptysis, debilitation, gurgle, ache, rale, night sweat, decreased translucency, asthenia, metastatic lesion, agitation, irritable mood"
941,manic disorder,"energy increased, suicidal, hypersomnia, feeling suicidal, blanch, hallucinations auditory, hallucinations visual, elation, verbal auditory hallucinations, feeling hopeless, difficulty, decompensation, verbally abusive behavior, suicidal, feeling suicidal"
942,personality disorder,"nightmare, feeling hopeless, transsexual, hallucinations auditory, irritable mood, sleeplessness, agitation, weepiness, mood depressed, scratch marks, nausea and vomiting, extreme exhaustion, side pain, worry, enuresis, homelessness, nervousness, ascites, pruritus"
943,primary carcinoma of the liver cells,"mass of body structure, splenomegaly, lesion, paresis, tumor cell invasion, room spinning, haemorrhage, thicken, indifferent mood, cachexia, hypothermia natural, pain abdominal, hepatomegaly, hematocrit decreased, stupor, decreased body weight, shortness of breath, cough"
944,emphysema pulmonary,"behavior showing increased motor activity, scar tissue, dyspnea on exertion, coordination abnormal, myalgia, hypercapnia, clammy skin, has religious belief, room spinning, moan, night sweat, cachexia, symptom aggravating factors, dyspnea, rale, flushing, painful swallowing, arthralgia, choke, tenesmus, constipation"
945,hemorrhoids,"haemorrhage, bowel sounds decreased, decreased stool caliber, nausea and vomiting, hunger, diarrhea, dizziness, hyponatremia, clonus, pain, achalasia, burning sensation, guaiac positive, numbness of hand, wheezing, cough"
946,spasm bronchial,"shortness of breath, scar tissue, apyrexial, no known drug allergies, pain, productive cough, throat sore, dyspnea, chest tightness, hypoxemia, tachypnea, sensory discomfort, fever, vomiting, rhonchus, hemiplegia, fremitus"
947,aphasia,"clonus, egophony, facial paresis, aphagia, muscle twitch, paralyse, low back pain, charleyhorse"
948,obesity morbid,"out of breath, sedentary, angina pectoris, cough, unhappy, labored breathing, hypothermia natural, dyspnea, hematocrit decreased, wheezing, hypoxemia, renal angle tenderness, feels hotfeverish"
949,pyelonephritis,"fever, pain, urgency of micturition, hematuria, vomiting, chill, diarrhea, nausea, pain abdominal, myalgia, fever, chill"
950,endocarditis,"pleuritic pain, thicken, myalgia, apyrexial, night sweat, flare, shortness of breath, orthopnea, abscess bacterial, hypotension, cough, metastatic lesion, breath sounds decreased, decreased body weight, pulsus paradoxus, hypokinesia"
951,effusion pericardial,"pericardial friction rub, dyspnea, shortness of breath, hemodynamically stable, cardiomegaly, hypotension, sputum purulent, facial paresis, pain, oliguria, blackout, intoxication"
952,chronic alcoholic intoxication,"tremor, hallucinations auditory, suicidal, hoard, irritable mood, feeling hopeless, feeling suicidal, neologism, seizure, homelessness, sleeplessness, unconscious state, panic, breath sounds decreased, shortness of breath"
953,pneumothorax,"dyspnea, cardiovascular finding, cardiovascular event, haemoptysis, cough, hypercapnia, soft tissue swelling, prostatism, agitation"
954,delirium,"unsteady gait, withdraw, hyponatremia, verbally abusive behavior, feeling suicidal, unresponsiveness, worry, drowsiness, sleepy, hallucinations auditory, suicidal, fever, diarrhea"
955,neutropenia,"transaminitis, splenomegaly, night sweat, apyrexial, lesion, snuffle, chill, cough, monoclonal, hypocalcemia result, oliguria, rhd positive, distress respiratory"
956,hyperbilirubinemia,"cyanosis, tachypnea, para , bradycardia, breech presentation, cushingoid facies, cushingoid habitus, cough, myalgia"
957,influenza,"uncoordination, fever, pleuritic pain, snuffle, throat sore, malaise, debilitation, symptom aggravating factors, chill, scleral icterus, nasal flaring, dysuria, lip smacking, headache, sneeze, snore, green sputum, shortness of breath, distress respiratory, blackout, extreme exhaustion"
958,dependence,"intoxication, tremor, agitation, suicidal, homelessness, prostatism, lethargy, seizure, muscle twitch, stuffy nose, feeling hopeless, heavy legs, rale"
959,thrombus,"hypokinesia, anorexia, hypertonicity, shortness of breath, hypoalbuminemia, pruritus, sore to touch, hemodynamically stable, facial paresis, vomiting, stool color yellow"
960,cholecystitis,"moan, nausea, pain abdominal, Murphys sign, flatulence, colic abdominal, pain, ascites, diarrhea, qt interval prolonged, cardiovascular finding, cardiovascular event, groggy, sinus rhythm, gasping for breath, constipation, feces in rectum, abnormally hard consistency"
961,hernia hiatal,"pain abdominal, fatigability, prodrome, vomiting, nausea, myalgia, hyponatremia, sore to touch, general discomfort, dyspnea on exertion, asterixis, guaiac positive, numbness of hand, headache, photophobia"
962,migraine disorders,"ambidexterity, vomiting, dizziness, numbness, nausea, fever, splenomegaly"
963,pancytopenia,"hypoproteinemia, fatigue, haemorrhage, fatigability, cushingoid facies, cushingoid habitus, stool color yellow, colic abdominal"
964,cholelithiasis,"vomiting, nausea, pain abdominal, pain, cushingoid facies, cushingoid habitus, ascites, thicken, sore to touch, diarrhea, apyrexial, palpitation"
965,tachycardia sinus,"left atrial hypertrophy, sweat, sweating increased, alcohol binge episode, pressure chest, scar tissue, cardiovascular finding, cardiovascular event, orthostasis, shortness of breath, t wave inverted, vomiting, pain abdominal"
966,ileus,"abscess bacterial, abdomen acute, air fluid level, catching breath, abdominal tenderness, nausea, sore to touch, flatulence, diarrhea, mass of body structure, apyrexial, constipation, thicken, gravida , pain abdominal"
967,adhesion,"flatulence, pain, largefordates fetus, para , vomiting, lung nodule, breech presentation, shortness of breath, decreased body weight, immobile, unsteady gait, hallucinations visual, feeling suicidal"
968,delusion,"loose associations, giddy mood, feeling hopeless, agitation, hallucinations auditory, irritable mood, sleeplessness, neologism, homicidal thoughts, disturbed family, worry, decompensation, verbally abusive behavior, catatonia, suicidal, terrify, blackout, weepiness, impaired cognition, irritable mood, agitation"
969,affect labile,"extreme exhaustion, sleeplessness, enuresis, patient non compliance, feeling hopeless, hallucinations visual, bedridden, bedridden, prostatism"
970, depressive disorder,"feeling suicidal, suicidal, hallucinations auditory, feeling hopeless, weepiness, sleeplessness, motor retardation, irritable mood, blackout, mood depressed, hallucinations visual, worry, agitation, tremor, intoxication, verbal auditory hallucinations, energy increased, difficulty, nightmare, unable to concentrate, homelessness"
971, coronary heart disease,"pain chest, angina pectoris, shortness of breath, hypokinesia, sweat, sweating increased, pressure chest, dyspnea on exertion, orthopnea, chest tightness"
972, primary malignant neoplasm,"pain, mass of body structure, lesion, cushingoid facies, cushingoid habitus, emphysematous change, decreased body weight, ascites, hoarseness, thicken, hematuria"
973, HIV,"fever, night sweat, spontaneous rupture of membranes, cough, , decreased body weight, chill, diarrhea, pleuritic pain, patient non compliance, tachypnea, productive cough, muscle hypotonia, hypotonic, feeling suicidal"
974, hiv infections,"fever, night sweat, spontaneous rupture of membranes, cough, , decreased body weight, chill, diarrhea, pleuritic pain, patient non compliance, tachypnea, productive cough, muscle hypotonia, hypotonic, feeling suicidal"
975, systemic infection,"fever, distress respiratory, hypotension, tachypnea, chill, lethargy, bradycardia, breech presentation, cyanosis, spontaneous rupture of membranes, haemorrhage, unresponsiveness, rale, apyrexial"
976, sepsis invertebrate,"fever, distress respiratory, hypotension, tachypnea, chill, lethargy, bradycardia, breech presentation, cyanosis, spontaneous rupture of membranes, haemorrhage, unresponsiveness, rale, apyrexial"
977, carcinoma prostate,"hematuria, dysesthesia, asthenia, polymyalgia, passed stones, pleuritic pain, guaiac positive, rale, breath sounds decreased, urge incontinence, dysuria, diarrhea, vertigo, qt interval prolonged, ataxia, paresis, hemianopsia homonymous, tumor cell invasion, hemodynamically stable, mass of body structure, rhonchus, orthostasis, decreased body weight"
978, carcinoma breast,"mass in breast, mass of body structure, paresthesia, retropulsion, erythema, difficulty, lesion, estrogen use, burning sensation, dyspnea, swelling, formication"
979, oral candidiasis,"diarrhea, throat sore, decreased body weight, chill, headache, abdominal tenderness, patient non compliance, photophobia, night sweat, painful swallowing, poor dentition, transaminitis, nonproductive cough, adverse reaction, adverse effect, abdominal bloating"
980, carcinoma colon,"lesion, prostatism, constipation, general discomfort, diarrhea, pain abdominal, urinary hesitation, dizzy spells, shooting pain, bradycardia, vomiting, systolic ejection murmur, nausea, hyperemesis, polydypsia"
981, tonicclonic seizures,"drowsiness, lip smacking, myoclonus, tremor, phonophobia, rolling of eyes, sleepy, hirsutism, moody, muscle twitch, unresponsiveness, headache, ambidexterity, absences finding, spasm, decreased body weight"
